"ID"	"Acc"	"best.pop"
"mtCR.mix-1"	"SER16-00057"	"mtCR.sound"
"mtCR.mix-1"	"SER16-00061"	"mtCR.sound"
"mtCR.mix-1"	"SER16-00167"	"mtCR.sound"
"mtCR.mix-1"	"SER16-00184"	"mtCR.sound"
"mtCR.mix-1"	"SER16-00185"	"mtCR.sound"
"mtCR.mix-1"	"SER16-00726"	"mtCR.sound"
"mtCR.mix-1"	"SER17-00028"	"mtCR.sound"
"mtCR.mix-1"	"SER17-00045"	"mtCR.sound"
"mtCR.mix-1"	"SER17-00047"	"mtCR.sound"
"mtCR.mix-1"	"SER17-00397"	"mtCR.sound"
"mtCR.mix-1"	"SER17-00583"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00063"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00067"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00078"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00080"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00081"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00082"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00083"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00084"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00098"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00099"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00115"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00239"	"mtCR.sound"
"mtCR.mix-1"	"SER18-00510"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00018"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00020"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00063"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00064"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00127"	"mtCR.sound"
"mtCR.mix-1"	"SER19-00130"	"mtCR.sound"
